k,omega
2.92645644527,4.6180071275283332
2.54359381849,4.0326021649117605
2.80410195817,4.4700712092684185
2.67267368442,4.2078527753495276
3.50712901025,5.4547168180128907
3.41884152426,5.2842253279608631
3.4873804717,5.3849638993987901
3.70527301407,5.6782234549440123
2.93668441705,4.4980675751203574
2.80031361979,4.4464976907674361
2.68175848453,4.2876960418025547
3.16063080025,4.96402352386629
3.48278224081,5.4304095405616932
2.68750288101,4.1809760517113341
3.74037911679,5.7468239977877165
3.5393520263,5.4703244626927345
3.71809818158,5.7149778455318057
3.24345487606,4.9907485090274024
3.55917748183,5.4967619267861787
2.80380016414,4.4314523278745028
3.22956494658,5.0164773206722142
2.54749556665,3.9653479063734567
3.55364358715,5.5136258637118418
3.8150362421,5.8372288651762894
3.80848430748,5.8894116455830208
2.73825161145,4.3098440586151048
2.98554613536,4.6792769729822759
3.37061651411,5.1842683246122752
3.34561757261,5.1837686320741652
3.03016884081,4.6972984334046224
3.23316884223,5.049662793799139
3.75974066388,5.6694188011863087
2.93485400849,4.5704418361529866
3.22020742644,5.0471377061498792
2.85336937281,4.5138599075756742
2.92506398119,4.5373658150010954
3.4990890805,5.3736858924096707
2.67499126835,4.1655205284068364
2.89171659324,4.5069053729331339
3.61359508499,5.5935199495133174
2.97621978417,4.6216119597643033
3.79389227857,5.7841420489340383
3.10140132887,4.7930750050674202
3.88306251456,5.9453927302457013
3.21126110933,5.0336059513558151
3.78927473273,5.8918634830883381
2.5939471957,4.0772052200976514
3.27893914048,5.1393160329292353
3.35836422305,5.1379660591242269
2.66513349378,4.1989759927457628
3.22876361895,5.0058904989409827
3.89776998628,5.9047256359792328
2.85272599699,4.3991953953486576
2.60239393826,4.0877978068077789
3.7874322776,5.8111034743421248
2.6602676459,4.1288550501889185
2.5890613031,4.082217851642179
2.912799541,4.5341753695145517
3.82673687396,5.8648446274419195
3.48730755413,5.2829110762642548
2.68070777802,4.2858189109532656
3.63436757244,5.4902478694557164
2.78897188774,4.3726685915598322
2.542938557,4.111559918602322
3.51791246411,5.470216431970826
2.84683067156,4.4776148901075361
3.26317646288,4.9735478966313131
3.71028587957,5.619394406840108
2.67885590429,4.222357424473782
2.87291121221,4.5240762471276312
2.81736165254,4.4059701255142745
3.35830366689,5.1596663272029888
2.98726091923,4.6705283294577873
2.73089156897,4.2650164911713233
3.72791562151,5.740294478152884
2.86189070763,4.4422543228722189
3.39906355524,5.2498129336451553
3.24925586402,5.023989434937338
3.5244462498,5.5208478329364823
3.87727375155,5.957042958138457
3.90215258197,5.9634258080694229
3.5491109819,5.4680461463150749
3.4272335648,5.3141643019724576
3.76945816729,5.6643067423728226
3.29767939913,5.1376520977008688
3.70686596187,5.7486193830364654
2.70134829349,4.2409379304109747
3.6984181985,5.6468773962076169
3.54016122177,5.4227040863982818
3.40230909788,5.2746984688552523
3.29848359895,5.1239392862786195
3.20020604105,4.997370398995117
2.59640931972,4.0996836323079
2.84595791245,4.5029631782939639
3.11609280393,4.8658743858333553
3.40454830191,5.2633333266139175
3.59495608966,5.523806919604823
2.80170934218,4.3948930687137135
3.48888128869,5.3596417016353106
2.97592852779,4.6524956875676002
3.25056741543,5.1022970803599383
3.28987210768,5.1288710590853652
3.55427325018,5.3730642583218566
3.26481471342,5.1082866847751083
2.98667386194,4.5606143464946651
3.25340200565,5.0861169547570917
3.07652884277,4.7303721165301384
3.57835469287,5.5262627607138999
3.8242552318,5.97128135410032
3.45459533715,5.3356767019089695
3.02035155437,4.8144230778783133
2.70075406366,4.2489469284092145
2.81160445075,4.3648964879846268
2.96703126649,4.6347723389460498
2.62074315017,4.1485999418403869
2.57229823537,4.0403449961570574
3.59328853375,5.4827831939249476
2.97837219031,4.618132090590783
3.62113412269,5.6249448308080048
3.51200044081,5.4125540609897698
3.2122601832,5.0412286853596449
2.97824371652,4.6147163354566105
2.97379601427,4.5772896132549885
3.71091155465,5.6538207231255786
3.06222319489,4.8070291975198032
2.68382640039,4.2502469325248029
3.55139632997,5.4422720500128472
2.85359635601,4.3570194611389521
2.73156719116,4.3281886113966133
3.20404914279,5.0748399873154257
3.35287619531,5.120149576325983
3.43422178033,5.321820565008065
3.00853355663,4.6719455673050945
2.59567963397,4.1042571513642976
3.07034171735,4.7925305073191486
2.75478779275,4.2189893214962995
2.69054500193,4.1908545284572218
2.68401196679,4.2219894944541432
2.69008651043,4.2394694694375525
3.16859954616,4.9062704122154059
3.75124933795,5.8866226768791927
2.65466005538,4.2594358690744967
3.71714008623,5.663692290832314
2.61498204032,4.1301079709998687
3.68853012066,5.6883560772571107
2.66604394946,4.2310345898903998
3.12319894021,4.8670404098041571
2.78827934555,4.3552529336093757
2.57854531546,4.0828706993613926
3.56948646055,5.5551040276582535
2.84964129085,4.4946844587310881
2.84276514638,4.423725388233767
2.796489176,4.4447438009231606
3.0647844582,4.7865778540722017
3.76229227135,5.8338562507783074
3.67255922657,5.6702200270344196
2.81274601027,4.4049003490140795
3.80197823646,5.8404809701549931
3.83072346108,5.8335324207039294
2.55278866704,4.0003227248709301
2.60763549771,4.0751781923744144
2.69348128849,4.2007331495039031
3.1017728282,4.825078635720887
2.76660130301,4.3795441475389509
2.71135060906,4.2929444472121183
3.57112271319,5.4665368601586115
3.83299069142,5.7455086396900699
3.48757496724,5.3951251280014514
3.41989342704,5.3473408756973217
3.71613407912,5.6302331659939382
2.74380696877,4.3136111860174227
3.70707684502,5.653671862133085
2.80335119977,4.415703812068938
3.56338265689,5.4345676747900296
3.56602678525,5.4527751166782821
3.39560719869,5.2327753436786004
3.87924423257,5.9299023025854938
3.21491354023,4.907505735208364
3.75179702844,5.7524967656750832
3.82948577538,5.8266892869140285
2.6467961001,4.1693825084002958
3.88277574004,5.8507320462125092
3.28511086773,5.0372366868937064
2.85751221742,4.5194094527418249
3.23468843282,5.0320151910993101
3.69950819004,5.633801099679367
2.93806717885,4.5990073946094912
3.45848746323,5.3234316562824082
3.482331335,5.3860981980266409
2.95028344201,4.6191442377305174
3.71758672874,5.7254535706303642
3.00979735565,4.7230751293889632
3.66430747709,5.6581098657363409
3.00357541753,4.670904563293151
2.908333636,4.6192456631519248
2.65554039483,4.1742040887820897
3.54158341246,5.4908744202093889
2.9440494814,4.6610098675109661
2.60097975794,4.1388177944024207
3.49973907943,5.3410651908415012
3.80784401911,5.828396696297399
2.64087467842,4.1516367460623984
3.74645312551,5.6643776573722855
3.62725484382,5.6491875646194245
2.73567782404,4.2569666304818421
