k,omega
3.17728282403,5.0972969280246252
3.0571927666,4.9246413377574623
2.5809489002,4.2713428671314766
2.52164070265,4.1714721124408447
3.39657851295,5.4484788917732656
3.18988682828,5.110118819788064
2.41307917005,4.0006871297592603
3.31388220633,5.3101927435573462
3.31837281428,5.3346705894107531
3.17461389887,5.0563094963416058
3.57150468132,5.693101489679087
3.69544243065,5.8490806805624898
2.49952077106,4.1320516475942215
3.58073968737,5.6863087965812014
2.42204367011,4.0766932364568849
3.37069597944,5.3224987389083056
3.17325326175,5.0965869925505638
2.63586076714,4.3344975557666077
2.72272203879,4.518088222476945
3.30555023003,5.3679524526478204
3.31255085658,5.3571783817557348
3.71417527186,5.807932070012904
3.26727933381,5.2753933059551494
2.68220921321,4.4739430658827004
2.80440902045,4.6080704767846159
3.40014433528,5.3669561546974736
2.83247060389,4.6108230679704123
3.70365866519,5.8017364464186718
3.38364617789,5.4562360946109489
2.74340673162,4.4301992864223587
3.61702607865,5.6788283610830961
2.45716170939,4.013924782345379
3.5729695311,5.6936149898396202
3.46326184713,5.5054483436375339
2.6965207894,4.3898079381167152
3.11611422571,5.0505438640123321
2.86344583354,4.5688999189601569
3.10534929811,4.9912806687020455
2.72357007036,4.5207658565164994
3.78789166459,5.8712404920135652
3.72631466604,5.9925604694555714
2.44339434867,4.1514144913953981
2.39389908758,3.947619964882636
2.67887264345,4.3634723894249836
3.12592851573,4.9982482104054178
2.43441805328,4.0919925251889353
3.14831244373,5.0310512835237784
3.75814745618,5.8734735400304325
3.04586868299,4.8860955338241441
2.84167050422,4.6568654775168135
2.6556760187,4.4419596147012355
2.59032767271,4.2980950339614292
2.65155795932,4.3632017519098607
3.37867914366,5.3444632327073069
3.68916518443,5.7791303753682453
2.97307951097,4.7624901475299373
3.15246869595,4.9797844210468352
2.93419932321,4.7248593676375439
3.26011568858,5.2794740922753265
3.25029541264,5.0826391358596723
2.90230417505,4.7758886765586466
3.27362011223,5.358138425087871
3.53313971687,5.592925369723261
2.74151598143,4.4617752220677076
3.2273055045,5.0508276632557809
2.69346655722,4.4803591682238677
3.42095772148,5.4735399559537976
2.93197474534,4.6981189800439562
3.67740061928,5.8039653377825076
2.64705277177,4.3960017364635275
3.06851710046,4.9504733060774644
3.81043498261,5.8904175952018898
2.94463358794,4.7381459477667676
2.89363746475,4.6822383816538222
2.88400263384,4.6746177481234463
3.10136115764,4.8933912529580921
3.40731506632,5.4443047667660958
2.45318040628,4.1240899560973405
3.06382923849,4.8753666029061433
3.49942913521,5.5888900455632804
2.76869085484,4.4766544462903983
2.69786539665,4.4110232500810174
3.75943055261,5.947067059782559
