ID,dataset,orgfile,target,IndependentVars,ParameterNames,ParameterValues,FixedConstantValues,PySRFeatures,feature_name_map,complexity,loss,score,equation,sympy_format,restored_equation,orgpara_list,para_eq,para_list
P06,0,0.csv,omega,"[""k""]","[""d""]",[2.43462935],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",39,0.002414858,0.0004279667049514732,((xv_a ^ 1.15624) + ((((xv_a + (0.870813 - sin(xv_a ^ xv_a))) * (xv_a - sin((xv_a + 1.0064934) ^ xv_a))) ^ xv_a) * (cos(7.703464 ^ xv_a) * 2.485907e-7))) + 1.3362839,xv_a**1.15624 + ((xv_a - sin((xv_a + 1.0064934)**xv_a))*(xv_a - sin(xv_a**xv_a) + 0.870813))**xv_a*cos(7.703464**xv_a)*2.485907e-7 + 1.3362839,k**1.15624 + 2.485907e-7*((k - sin((k + 1.0064934)**k))*(k - sin(k**k) + 0.870813))**k*cos(7.703464**k) + 1.3362839,"[1.33628390000000, 1.15624000000000, 2.48590700000000e-7, -1, 1.00649340000000, 0.870813000000000, 7.70346400000000]",k**p1 + p0 + p2*((k + p3*sin((k + p4)**k))*(k + p3*sin(k**k) + p5))**k*cos(p6**k),"[p0, p1, p2, p3, p4, p5, p6]"
P06,0,0.csv,omega,"[""k""]","[""d""]",[2.43462935],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",38,0.0024158917,1.3659543373015897e-06,(xv_a ^ 1.15625) + (((cos(7.703588 ^ xv_a) * (((tanh(xv_a) + xv_a) * (log(xv_a) * (1.1106235 - sin((xv_a + 1.0063789) ^ xv_a)))) ^ xv_a)) * 2.4262094e-6) + 1.336189),xv_a**1.15625 + 2.4262094e-6*((1.1106235 - sin((xv_a + 1.0063789)**xv_a))*(xv_a + tanh(xv_a))*log(xv_a))**xv_a*cos(7.703588**xv_a) + 1.336189,k**1.15625 + 2.4262094e-6*((1.1106235 - sin((k + 1.0063789)**k))*(k + tanh(k))*log(k))**k*cos(7.703588**k) + 1.336189,"[1.33618900000000, 1.15625000000000, 2.42620940000000e-6, 1.11062350000000, -1, 1.00637890000000, 7.70358800000000]",k**p1 + p0 + p2*((k + tanh(k))*(p3 + p4*sin((k + p5)**k))*log(k))**k*cos(p6**k),"[p0, p1, p2, p3, p4, p5, p6]"
P06,0,0.csv,omega,"[""k""]","[""d""]",[2.43462935],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",37,0.002415895,4.284108232989208e-06,(xv_a ^ 1.1562399) + (((cos(7.7035894 ^ xv_a) * 1.7282863e-6) * ((xv_a + ((xv_a * log(xv_a)) * (1.1106235 - sin((xv_a + 1.0063802) ^ xv_a)))) ^ xv_a)) + 1.3361868),xv_a**1.1562399 + 1.7282863e-6*(xv_a*(1.1106235 - sin((xv_a + 1.0063802)**xv_a))*log(xv_a) + xv_a)**xv_a*cos(7.7035894**xv_a) + 1.3361868,k**1.1562399 + 1.7282863e-6*(k*(1.1106235 - sin((k + 1.0063802)**k))*log(k) + k)**k*cos(7.7035894**k) + 1.3361868,"[1.33618680000000, 1.15623990000000, 1.72828630000000e-6, 1.11062350000000, -1, 1.00638020000000, 7.70358940000000]",k**p1 + p0 + p2*(k*(p3 + p4*sin((k + p5)**k))*log(k) + k)**k*cos(p6**k),"[p0, p1, p2, p3, p4, p5, p6]"
P06,0,0.csv,omega,"[""k""]","[""d""]",[2.43462935],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",35,0.0024159157,0.0001261553846119732,(cos(7.703579 ^ xv_a) * (((((xv_a + xv_a) * (1.1106107 - sin((xv_a + 1.0063616) ^ xv_a))) * 1.3361722) ^ xv_a) * 4.1656327e-7)) + ((xv_a ^ 1.156243) + 1.3361869),xv_a**1.156243 + cos(7.703579**xv_a)*((xv_a + xv_a)*(1.1106107 - sin((xv_a + 1.0063616)**xv_a))*1.3361722)**xv_a*4.1656327e-7 + 1.3361869,k**1.156243 + 4.1656327e-7*(2.6723444*k*(1.1106107 - sin((k + 1.0063616)**k)))**k*cos(7.703579**k) + 1.3361869,"[1.33618690000000, 1.15624300000000, 4.16563270000000e-7, 2.67234440000000, 1.11061070000000, -1, 1.00636160000000, 7.70357900000000]",k**p1 + p0 + p2*(k*p3*(p4 + p5*sin((k + p6)**k)))**k*cos(p7**k),"[p0, p1, p2, p3, p4, p5, p6, p7]"
P06,0,0.csv,omega,"[""k""]","[""d""]",[2.43462935],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",34,0.0024162205,1.0119007181363716e-05,(((((atan(0.4079401 + xv_a) - sin((xv_a + 1.0064316) ^ xv_a)) * xv_a) ^ xv_a) * cos(7.7036138 ^ xv_a)) * 9.969999e-6) + ((xv_a ^ 1.1562333) + 1.3362225),xv_a**1.1562333 + (xv_a*(-sin((xv_a + 1.0064316)**xv_a) + atan(xv_a + 0.4079401)))**xv_a*cos(7.7036138**xv_a)*9.969999e-6 + 1.3362225,k**1.1562333 + 9.969999e-6*(k*(-sin((k + 1.0064316)**k) + atan(k + 0.4079401)))**k*cos(7.7036138**k) + 1.3362225,"[1.33622250000000, 1.15623330000000, 9.96999900000000e-6, -1, 1.00643160000000, 0.407940100000000, 7.70361380000000]",k**p1 + p0 + p2*(k*(p3*sin((k + p4)**k) + atan(k + p5)))**k*cos(p6**k),"[p0, p1, p2, p3, p4, p5, p6]"
P06,0,0.csv,omega,"[""k""]","[""d""]",[2.43462935],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",32,0.0024162694,7.490858514334121e-06,(((((atan(xv_a) - sin((xv_a + 1.0064316) ^ xv_a)) * xv_a) ^ xv_a) * cos(7.7036138 ^ xv_a)) * 9.969999e-6) + ((xv_a ^ 1.1562333) + 1.3362225),xv_a**1.1562333 + (xv_a*(-sin((xv_a + 1.0064316)**xv_a) + atan(xv_a)))**xv_a*cos(7.7036138**xv_a)*9.969999e-6 + 1.3362225,k**1.1562333 + 9.969999e-6*(k*(-sin((k + 1.0064316)**k) + atan(k)))**k*cos(7.7036138**k) + 1.3362225,"[1.33622250000000, 1.15623330000000, 9.96999900000000e-6, -1, 1.00643160000000, 7.70361380000000]",k**p1 + p0 + p2*(k*(p3*sin((k + p4)**k) + atan(k)))**k*cos(p5**k),"[p0, p1, p2, p3, p4, p5]"
P06,0,0.csv,omega,"[""k""]","[""d""]",[2.43462935],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",31,0.0024162875,0.00044672567017993306,((((((1.336285 - sin((xv_a + 1.0064316) ^ xv_a)) * xv_a) ^ xv_a) * cos(7.7036138 ^ xv_a)) * 9.969999e-6) + (xv_a ^ 1.1562333)) + 1.3362225,xv_a**1.1562333 + (xv_a*(1.336285 - sin((xv_a + 1.0064316)**xv_a)))**xv_a*cos(7.7036138**xv_a)*9.969999e-6 + 1.3362225,k**1.1562333 + 9.969999e-6*(k*(1.336285 - sin((k + 1.0064316)**k)))**k*cos(7.7036138**k) + 1.3362225,"[1.33622250000000, 1.15623330000000, 9.96999900000000e-6, 1.33628500000000, -1, 1.00643160000000, 7.70361380000000]",k**p1 + p0 + p2*(k*(p3 + p4*sin((k + p5)**k)))**k*cos(p6**k),"[p0, p1, p2, p3, p4, p5, p6]"
P06,0,0.csv,omega,"[""k""]","[""d""]",[2.43462935],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",29,0.0024184473,0.00040108603820693386,((((xv_a - sin((xv_a + 1.0064471) ^ xv_a)) ^ xv_a) * cos(7.7036066 ^ xv_a)) * 6.6797424e-5) + ((xv_a ^ 1.1562326) + 1.3362284),xv_a**1.1562326 + (xv_a - sin((xv_a + 1.0064471)**xv_a))**xv_a*cos(7.7036066**xv_a)*6.6797424e-5 + 1.3362284,k**1.1562326 + 6.6797424e-5*(k - sin((k + 1.0064471)**k))**k*cos(7.7036066**k) + 1.3362284,"[1.33622840000000, 1.15623260000000, 6.67974240000000e-5, -1, 1.00644710000000, 7.70360660000000]",k**p1 + p0 + p2*(k + p3*sin((k + p4)**k))**k*cos(p5**k),"[p0, p1, p2, p3, p4, p5]"
P06,0,0.csv,omega,"[""k""]","[""d""]",[2.43462935],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",28,0.0024194175,0.0009589858430719941,(xv_a ^ 1.1562533) + (((cos(7.7036204 ^ xv_a) * 6.145255e-5) * ((xv_a - sin(exp(xv_a + 0.83086073))) ^ xv_a)) + 1.3362316),xv_a**1.1562533 + cos(7.7036204**xv_a)*6.145255e-5*(xv_a - sin(exp(xv_a + 0.83086073)))**xv_a + 1.3362316,k**1.1562533 + 6.145255e-5*(k - sin(2.2952935182569*exp(k)))**k*cos(7.7036204**k) + 1.3362316,"[1.33623160000000, 1.15625330000000, 6.14525500000000e-5, -1, 2.29529351825690, 7.70362040000000]",k**p1 + p0 + p2*(k + p3*sin(p4*exp(k)))**k*cos(p5**k),"[p0, p1, p2, p3, p4, p5]"
P06,0,0.csv,omega,"[""k""]","[""d""]",[2.43462935],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",27,0.0024217388,0.0004916774511975293,(((xv_a - sin(7.7036767 ^ xv_a)) ^ xv_a) * (cos(7.7034597 ^ xv_a) * 6.8098365e-5)) + ((xv_a ^ 1.1562991) + 1.3361889),xv_a**1.1562991 + (xv_a - sin(7.7036767**xv_a))**xv_a*cos(7.7034597**xv_a)*6.8098365e-5 + 1.3361889,k**1.1562991 + 6.8098365e-5*(k - sin(7.7036767**k))**k*cos(7.7034597**k) + 1.3361889,"[1.33618890000000, 1.15629910000000, 6.80983650000000e-5, -1, 7.70367670000000, 7.70345970000000]",k**p1 + p0 + p2*(k + p3*sin(p4**k))**k*cos(p5**k),"[p0, p1, p2, p3, p4, p5]"
