k,omega
2.70291838404,4.465542318331444
3.52780289787,5.6793823701534061
2.82199960324,4.6242672288140358
3.37769020281,5.4225187609878924
3.36500155747,5.4684832762213418
3.65550857084,5.8115828567673704
2.74557064913,4.5422324415403743
3.43183277276,5.5383655358062072
2.73929767383,4.4831818987697911
2.4884812544,4.1834970710520265
3.25892546546,5.2832515540255969
2.74749135615,4.5090538302903056
2.57956575033,4.299987026840034
2.35792151006,3.9884854329612214
2.72656273493,4.5135532999509564
2.95558038971,4.8622213229255449
2.94988455539,4.8224458918490871
2.74063462947,4.5190094954106215
2.38330954317,4.0761264540711881
3.60123391277,5.6745345292622016
3.24700124714,5.1866753423609291
2.77975445263,4.6267085347988983
2.78445609482,4.6059560819477969
3.5583248734,5.6675429670616193
3.00755988308,4.9191450293202248
3.23733745642,5.1887079846275475
2.88343972464,4.8154694806594645
3.35326493267,5.385253051981949
2.91993897799,4.7335778358866527
2.99086070616,4.9490300123719155
2.59554052178,4.2965852675846854
3.2656459722,5.2586335417640457
3.76249615843,6.0001778827383854
3.45920813693,5.5084865304866355
2.69145019431,4.4667316529993073
2.34821483153,3.99505003985553
3.26139178442,5.1111246132771555
3.21970385403,5.2673130660554666
3.4973865076,5.6291580832419603
3.40697630824,5.4881078560231416
3.50741369973,5.5516691089195476
3.41666858108,5.5040221518963319
3.06629592812,4.9690640575297644
2.39820745811,4.1213725256223137
3.57587163632,5.6867878186047438
3.1447862636,5.1560792811534331
2.58694567569,4.3047974291310558
3.00650318541,4.8863801446771769
2.6729369472,4.470490633844781
2.54202451267,4.3447488385671056
2.71473390715,4.5384609007689729
2.97203711667,4.8632418502431154
3.42445498672,5.4897273713566888
2.57986530502,4.3885473117098472
3.16415910947,5.0564612023555799
3.24574450835,5.3157829787396231
3.31162289306,5.3019366545314046
2.44939463417,4.1874380098195116
3.13500324802,5.1335722646973192
2.90110314867,4.7329837049075172
3.49414095379,5.5586112486444481
3.58624082574,5.7373975507918331
2.94675668572,4.8794546452553709
3.37929302326,5.4923700375714697
2.82331912022,4.6134808425317066
2.73702985766,4.5869770418199511
3.76722937123,5.8857407571179206
