k,omega
2.53822535571,4.031352091725001
3.20127405217,4.8792943690760833
3.37704099721,5.2025675580127553
3.53337625647,5.3601913172167723
3.83431551793,5.8481743625975158
2.84834192396,4.4533034037017618
3.8766664515,5.9530532231217661
3.87368676191,6.0374511782942228
3.40569824916,5.3513691768096159
3.72816888359,5.608891366228586
2.6522568596,4.1673228493650791
3.65707054892,5.6819894464145095
3.30559199147,5.1823093748426512
3.20778862729,5.0320636179351013
3.67072456393,5.6127173552290692
2.7146155127,4.279184509876699
3.04604695153,4.7541756442658425
2.83018235538,4.5164418582826888
3.35416952203,5.1542427955072396
3.04723911787,4.6841954884491628
3.85294038411,5.9660640424157769
2.59714695079,4.1499619221139294
3.38666592455,5.2865453526095534
2.66322965563,4.2467638500464036
2.97784791327,4.7340941145171733
3.65890817535,5.770082807780617
2.69671856746,4.2988410176799654
3.33594707289,5.1176828374936543
3.65412152591,5.6937485461887842
3.45761774907,5.3866194563725562
3.74679159096,5.7233617327539559
3.16480477759,4.9734629002864361
3.0407182245,4.7619540242160125
3.06218895504,4.8042182721379305
3.56691206599,5.5885528280180532
3.83812955754,6.0081443233763068
3.83373085851,5.8235196944618259
2.82376470865,4.4678075607450465
3.74795682719,5.7897310085423355
3.35302803916,5.1849813758573529
2.59287699941,4.0841650859070304
3.16404723622,4.956215560401553
2.52581372429,4.0604865960668981
3.62794717851,5.5702390099772447
3.57211802121,5.5298753158236993
3.84259040767,5.9296312115610066
3.32512604978,5.1695052712410199
3.58603438631,5.4713522129919587
3.24531767697,5.1326102346607216
3.30532694317,5.0575368587394101
2.58696733276,4.0879378977324698
3.05918980641,4.6909628925399289
2.82821984427,4.3955490589293538
2.61554274188,4.0958428475723094
2.67963834434,4.2930771878546956
2.58862676947,4.097283873093267
3.88720985861,5.8679965951729045
3.06476584739,4.7519873056152129
2.94634298743,4.6159254609847915
3.03247825955,4.7720218883693688
3.22923443278,4.8931027909446669
3.2204595882,5.0273140257934736
3.00720797165,4.7133624314807943
3.31070716026,5.1838279387954547
2.91347838872,4.6039231388900195
3.55977693518,5.3989614696885804
3.48972840039,5.4660808190147181
2.56999358679,4.118086948096904
3.51134165613,5.4359030508606736
3.18805340222,4.9698967250962918
3.62064118292,5.6053533522951335
3.56068777982,5.580038724792745
3.62700929325,5.5549956386823371
3.3657918857,5.2006971319862307
2.96307041798,4.5986077805774359
3.51871051817,5.5678187663103182
3.09469957216,4.8008136698859607
3.67042370176,5.7412169716332793
3.23291851346,4.9823009678225576
3.04463423725,4.7175866272824356
2.52642666656,4.0435339791219054
2.80019016951,4.4094333432588879
3.1075439313,4.8611122615302644
3.14299631843,4.8375678824108803
3.22906410803,5.016243434417591
2.93223034572,4.6647401861497997
3.45811138786,5.2886932666929001
3.41127894015,5.4026936736409708
3.16787087067,4.936533570981787
3.77493365732,5.8752888699594497
3.49878516858,5.3862531509433413
3.68065086055,5.6290541464089854
3.73982994408,5.7051238225268719
3.52794342119,5.5677875307807838
3.83361546991,5.9257225152467763
2.68329209267,4.2343338594956483
3.65663959444,5.6000650416540525
3.75348399935,5.792796004479321
2.81596844568,4.4039080251313081
3.77972140148,5.8735577763041782
2.84540207665,4.3963357658864251
2.90953369001,4.5823850020973218
3.60559368859,5.4567096940938171
2.80880510553,4.4222217188792605
3.56428089129,5.5661517931993592
3.31286478883,5.0949981969870262
2.79590055919,4.3973567484121698
3.54654321036,5.5213836084136512
3.46864827727,5.4442752769913323
3.30116904483,5.163775738624035
2.58910917535,4.1557741296699922
3.89057622057,5.9595841589301104
3.57654141017,5.5334629074752275
3.23289155806,5.0157260753774109
3.00748278014,4.6471601584260398
3.51929923464,5.4423107692089072
2.94014413072,4.5767040676425284
2.6892531099,4.2791013101071433
2.74459117361,4.3030380133232891
2.52475816826,4.0650864399629478
3.36266208831,5.2483247516122065
3.58402446966,5.5508360650787232
2.9090780355,4.5372030545269668
2.95750711867,4.6875231558551427
3.37537769907,5.3149314203278175
3.23102434482,5.1349978086984764
2.68968955772,4.2452708626207647
3.80139392043,5.9429025563260982
3.17616626628,4.9932629047042996
2.82437732,4.4702115515787337
2.94075732063,4.6887686359460821
3.6136939479,5.5825279019878433
2.72773470291,4.2907754773734998
3.64833687135,5.5293581592057111
2.96795279722,4.6443682275985578
3.57850554909,5.5075978718357543
2.84440555724,4.4568375279525831
