k,omega
3.47117790655,5.3778244690427544
3.26708296778,5.0748032469830413
3.17159660932,4.9912753493864361
3.72072214296,5.6466586369085059
3.61184111807,5.5728439006216961
3.24259295829,4.9881982948529675
3.59962291452,5.5493534452854254
3.02691609017,4.7098425785332978
3.797716039,5.8619636799253341
3.5572562125,5.4866245778809075
3.73554915599,5.7717173387386058
2.66938538198,4.1992783588321441
3.80604272534,5.8218087987354767
2.73669622958,4.3716472431234825
2.57420356908,4.095498676651002
3.44874548613,5.3720538931172728
3.06987764925,4.710849223982593
3.45994006715,5.3420278116377578
3.39215196703,5.2966675468276625
3.67318011953,5.6629566122136898
2.94056140885,4.6244949746115314
3.88110134916,5.9879118477211888
3.29587305467,5.1781375077775458
2.96670281969,4.5694136339844631
2.60486750675,4.0647580343647025
3.7385381992,5.7505799196041494
3.83792419046,5.8426801109510045
2.94030956757,4.6163660708499306
2.86187137978,4.4571678240727763
3.19203100696,4.9572851390146822
2.78359179496,4.2817139332656389
2.70567492607,4.2335914601691007
2.72642425148,4.2743544508984348
3.36901454788,5.2887285708158123
2.87413332139,4.4959491111970928
3.43437137475,5.3993925958745885
2.52536411982,3.9788351485343481
3.56272746686,5.4765453886557856
3.23422838035,5.0181825085281533
2.59481440485,4.0841572898699594
3.87327704522,5.9226456844570086
2.86487508691,4.4958422128675775
2.77347919916,4.3935505948523907
3.77281792115,5.7353696833100738
3.00719902033,4.6981425700713135
3.30972223374,5.1484117360265333
2.94716270311,4.6200403068399094
3.68569570588,5.6531988336833585
2.52891307084,4.0365158489236466
3.16107189695,4.9624909708629481
3.64687629387,5.6655212011845002
2.8083912629,4.4392209699876908
3.61238522411,5.5325306560028888
2.95898783921,4.6233994957431443
2.8699707891,4.4035798685607626
3.84891563188,5.8364399747846694
2.57448326243,4.1447908085426404
2.8652217019,4.4257123619650427
3.57158469463,5.45620596838324
3.24024347474,4.9980277226377723
3.28865052535,5.0465189335145784
2.98507351546,4.6213999274948101
2.70910236469,4.2534012821463989
3.14609441811,4.9191695500515422
3.04773143164,4.8274803741414294
3.35540051164,5.251131188040806
2.57729199537,4.0860196958879875
3.07295047032,4.803536713744875
3.30874561325,5.1699326745030216
2.9604559506,4.6652297960964049
3.15257905743,4.8696863836617004
2.56905988799,4.1336838057534067
3.25306784979,5.0753029711414124
3.22165219412,4.9570514991375365
2.62573915881,4.1455143672849779
2.71258622994,4.2896403576749842
2.78174888293,4.3428974432678871
3.27576420506,5.0719698920590783
3.42563385142,5.1433377264238525
3.67746472439,5.6457315135345398
3.55183066842,5.4254671186059191
2.57911596786,4.1422027145142355
3.35777344571,5.1675727478650506
3.75397633228,5.865362396609533
2.6505819005,4.282405418482278
3.73222694741,5.7742256479464658
3.40728343954,5.3695045570342437
3.6396536188,5.6069776022228215
3.14610113477,4.8362334010791681
3.20158618403,5.0084888257599101
2.94395314893,4.6224282077436927
2.54241004187,3.9665058043648043
3.23218553575,5.041460130776187
3.63595342193,5.6183465652875304
2.71288103726,4.2956986460963389
3.009253077,4.7352703645037781
2.56602383604,4.0199892502161196
3.64288542188,5.5857468421697289
3.83316978904,5.8372255577281242
3.61576434546,5.5117668676877924
3.05040143463,4.7603566689899264
2.88474116619,4.4735507747871326
3.79129484978,5.7953651528878378
3.03964932475,4.72683502501752
2.53858764967,4.0644158705705546
3.11816079156,4.8203562833858733
2.71217213536,4.260328744013183
3.59683278494,5.5823203891294142
2.55198576768,4.0660888825022781
3.47804233667,5.4673570330859116
3.3893109432,5.2833056359116402
3.03438821306,4.6440270359874738
3.37605387423,5.2732260196607932
2.5939888551,4.1439043806489906
2.58700735709,4.0810441116018108
3.06302592682,4.8087740181276128
2.61619658416,4.164387345248552
3.35076350072,5.1998800818110915
3.1710015495,4.8743351604650336
3.84755916898,5.8964187531618348
3.27373976174,5.0794314932804667
3.64351644472,5.6469705350290447
2.83635528334,4.4781458824055189
3.49264587919,5.4215484395893334
3.526176666,5.4733506066364397
3.38349044752,5.2865849542094656
2.54116237208,3.9886660278691157
3.78419670263,5.817703796680723
2.64752080782,4.1120358853863603
3.80338297894,5.8459029819905126
3.83067688283,5.9457171514175275
3.28352032302,5.1003629321812571
3.84614851771,5.8658600345368193
2.85247457545,4.4599367549554874
3.82180500408,5.843712184881368
3.66051551066,5.6136966650981037
3.82175977875,5.816371258252981
2.52876962212,3.9977540970932672
2.8908348253,4.5049785858489839
2.59451825434,4.0990833096982939
2.52849098963,3.9808162213945097
2.56325105868,4.0058123237145047
2.6256338857,4.1468095446051469
2.73539096481,4.3049429208513734
3.68017597966,5.6806716264436865
3.44354849303,5.3069351111935159
2.94149158788,4.6025447336804346
3.67445576169,5.6328392911476577
3.68548553632,5.6266946057752252
3.4768203495,5.4147222643701394
2.78424262635,4.2692582623164101
3.42012607742,5.2960391240707256
2.95031870461,4.654019962558575
3.85928654748,5.986570306772153
3.33848154868,5.0855692094185558
3.15336618481,4.8210394670014072
3.51184226915,5.4138043739779205
3.61932402066,5.575875480310919
3.83167871654,5.8618838736075691
3.82960789662,5.8679214301952713
3.77373136071,5.8934487103535966
2.76580441352,4.3217654238114935
2.58381030791,4.0324713105768071
2.52778219453,4.0206407566514688
3.02349101395,4.7098403575005552
3.2185659883,4.9822034874190102
3.03295107587,4.7918746776210082
3.36451246935,5.2697550664178072
2.77003807475,4.4168856127607716
3.04263498851,4.68031793224318
3.41339141722,5.2184209634769223
2.90819674077,4.6007579003807066
2.77970596302,4.5093758004028572
3.40807051697,5.1642915948147579
3.12044229342,4.8673374801618854
3.24444909421,4.9986786144098732
3.87310333766,5.9735005850714273
2.67661449244,4.2082344738029569
3.73527290046,5.8234974635686232
3.73533913691,5.7501487823450175
3.19765521612,4.9956608465472083
3.83229774549,5.8899769685535022
3.27050542812,5.0161871857674836
3.69065481486,5.7216777076308425
3.67259712307,5.6287076538355647
3.7293425146,5.7620476890955219
3.5139070706,5.3358523020338033
3.3439135497,5.246729122594008
3.30024202127,5.076751620680434
3.75338558501,5.7935651813161329
3.41124824114,5.3540965780929755
2.91756468363,4.5814865271163265
3.08100002784,4.7729676901844718
3.01604487683,4.8091171861393445
3.05848728899,4.7772068423884342
2.92300758428,4.5509244512881848
3.22022100838,5.1346369615814904
3.10933744157,4.9346225655771638
3.44595334932,5.3159326391475998
2.57762285538,4.1143756463954144
2.91731781827,4.5325424766963369
2.97518700796,4.6324636681845517
3.49140926592,5.4445214497914236
3.43779997578,5.3197664499891912
3.08552087912,4.7682089818888507
3.88841237991,6.0853807638316511
3.50570803244,5.3953357675651361
2.87799618823,4.4613191505094507
2.59423661872,4.0517290678776572
2.83397266742,4.4594616796266529
2.79811705677,4.422714931602175
2.8897889533,4.5796092060021527
2.70520790267,4.3044491907669045
3.55184251619,5.4993641975316256
2.90395715854,4.528913955815681
2.79000293686,4.3405911291563504
3.250942259,4.9884458904562248
2.75695770014,4.2893049610285194
2.87020128786,4.5594057848786695
3.50330708344,5.4449982542933943
3.89712047436,5.9335786513466831
3.50547506457,5.468821236360454
2.8601998204,4.5117827671528641
3.67038166144,5.7401240459100649
3.89208822003,5.938926141526073
3.83135074939,5.8504140335985682
3.1756655699,4.904469118333588
2.74307585161,4.3845965467866712
3.27351062866,5.1807234523501648
3.10931270039,4.8112982116983796
3.58421847432,5.4745277776990964
2.9556277217,4.6917135618302961
2.65840703604,4.1956281154735438
3.49846506681,5.4277449343595841
3.10718131575,4.8383853088540461
3.86047448869,5.9175732573286979
2.74522148831,4.2831485800452578
3.05946922572,4.7234007949069081
2.56445254942,4.0916682060600884
2.95261648323,4.6007240402461713
2.64934570133,4.129162624012201
3.15231406223,4.9304859877510916
2.60149395731,4.1207114759236845
3.89544348248,5.9856062540665622
2.6429751287,4.0882808469019905
3.50447955436,5.4101765581474828
3.68796012775,5.7888258428884694
3.81688158323,5.8757528776657555
3.49142629821,5.3766614685284821
3.04231681697,4.8028819513252383
2.7753340529,4.3733459614465113
3.45776256041,5.2677565972604556
3.75209260443,5.7579574440581558
3.14319631231,4.8809501814154137
3.20736399862,5.0803712117130617
3.57552213641,5.4811777630486667
2.79467274686,4.4760158230210045
2.58639218182,4.0274962756560528
3.0951985006,4.8293343255110095
2.56861946754,4.0380866379401921
3.71757274378,5.6351604779778111
3.73466654898,5.8008136355557189
3.78345371892,5.831352361855707
2.7154760496,4.2336718284743693
3.22867373619,5.0446316561553264
3.12506971867,4.8835867474437489
2.98823952147,4.6060841536062176
2.93264516915,4.5835960083244007
2.96691383539,4.6514153176770554
2.7770570445,4.3956348439648538
3.71726012951,5.6992129026949474
3.63086604675,5.4449815122551293
2.78255838407,4.3191821429344026
2.7259176122,4.2377286545600228
3.65108899109,5.5710515635334081
2.71123037487,4.2063007962497379
2.70428823425,4.1877407577271413
3.37556264852,5.3276240045690564
2.63677576173,4.1253121721072921
3.05422687195,4.8249627064371321
2.73014183584,4.3669527216536483
2.64503589335,4.0716685874451564
3.76231361363,5.7253385712990044
3.63101403854,5.5597789479415676
2.72100368609,4.2582919600729516
3.88721859456,5.9678346661604715
2.96887196265,4.6600816341176072
2.69737822154,4.2048215763327867
2.89675742696,4.5726634343747197
3.90116474837,5.9992647897962472
2.57447492308,4.0309199587738114
3.19579821767,5.0255834411048834
3.61418847661,5.5321161909624221
3.18876442955,4.9021681370409862
3.742544957,5.7507470848155045
3.47485150715,5.4011845072638556
2.98737900821,4.6338843409686596
2.72169561621,4.3089973004133277
3.1427614336,4.7793003168295503
3.11330627799,4.7957399599413089
3.46156829273,5.402916455078655
2.89928053871,4.5784384960774744
2.58391035668,4.0844908459811577
2.54716524394,4.0140665928596873
2.55123677873,4.0684859487496325
3.41396981711,5.3610060285689238
3.59127470105,5.4531463857471625
3.65189446102,5.6135986263981632
2.65210722458,4.1250231309075369
3.30774556423,5.1371481034400643
2.97349882551,4.6555157300962833
3.43253799194,5.3099677790322461
3.78848495896,5.8824019285440965
2.97201734011,4.7004073715953361
3.84448106517,5.8854296494068805
2.56754790179,4.066095348675753
3.62086311422,5.5842821148763768
3.44266477699,5.3541408907188295
2.84351075015,4.5166556836512175
2.88159773669,4.5238137095009314
3.84463096601,5.9163419450060823
3.02762184056,4.8295667804246492
3.50401501383,5.5096227780773352
2.79386482641,4.3665038003602463
3.7236891495,5.8071069876827783
3.77466166012,5.8738107770751915
3.41186137174,5.2419909698341991
3.52242907855,5.425616476510057
3.22022923083,4.9197960048220368
3.77984074043,5.7781178363988905
2.74177841059,4.2357091875934811
3.17877369302,4.9039785051508895
3.18673681327,4.9588268431526314
3.44498462176,5.3997809566582209
2.68994070117,4.2747349804739736
3.11248751196,4.9295485861480541
2.83198307838,4.4201136762068067
2.81633211695,4.3887809780969107
3.05735019651,4.7833665822191405
2.86289942657,4.5064545375679721
3.78014226683,5.7846875698752873
2.66234119057,4.2055082219317956
3.12842942978,4.9023933072934414
3.3931757252,5.3109995090909168
3.49412199411,5.2955940898707139
3.69753750705,5.5996925497137102
3.88032578577,5.9814254168162169
3.62125746309,5.5318967468819178
3.30162776762,5.1056191054230728
3.85272668423,5.9491882784765533
2.76828966939,4.2224420978173756
3.52055233437,5.4656196316739685
2.66344970601,4.2323319991857025
3.87613844221,5.8299450221234528
3.79924187081,5.7033219372795854
3.49861664808,5.3761392650069624
3.41257213392,5.3941910695088584
2.75988230492,4.238030525076617
3.52834845934,5.3289726473522672
3.06079788879,4.8039093874537251
2.66789351626,4.2559057726027518
2.86270658452,4.4999921429829115
3.81005971792,5.7920679650072184
3.28978411711,5.0515099762528113
3.36772624479,5.2358641869230658
2.9826176126,4.7140359904870586
3.07193589823,4.7214464958624296
3.74251740534,5.7416850686913055
3.13042406732,4.8852907479958958
2.89244417775,4.5885557822668908
3.23945389038,5.0799977718347575
2.59867674232,4.1151192647236199
3.07214644491,4.669048055899836
3.36444976628,5.1027627682035925
2.87020830874,4.4934518109806643
3.69261743702,5.6990186063637012
2.80463045347,4.4786500793133737
3.35644822813,5.1362197436807282
3.28495392704,5.103860209669361
3.1550401493,4.9581672850697069
3.10435993724,4.8354239612956809
2.87778602253,4.4605039073216499
2.60669059883,4.1109629135968371
2.83412299197,4.5243273061243743
3.28012877816,5.0855533589785225
3.76332288754,5.7256338345481046
3.37270944636,5.1832386240539305
3.36906758439,5.287358600083623
2.694499072,4.1817904823592142
3.49896238745,5.367291518186847
3.36774137138,5.254949766521003
3.68536921258,5.6188945407150008
3.89059154796,6.0118749843561545
2.83575559372,4.4057826508124647
2.69686374192,4.2259761387408217
3.60426636911,5.5907703064992944
2.9592134759,4.5891025088129211
2.77437622749,4.357470696327514
3.13388807331,4.8886376426399591
2.57877024353,4.1399597469179907
3.67914930024,5.551177025196079
3.75232618832,5.6876663637691216
3.60135743168,5.5782773853826217
3.11027051846,4.9095519963845078
2.91310103028,4.507913615848774
3.26831849656,5.0507928675967326
3.89485166985,6.0155258744382527
3.05033717124,4.7364615635552223
3.7674185061,5.8061421251479004
2.78427385131,4.3570684993334856
3.37422573803,5.2697377616748691
3.23151067967,5.0990198479823432
3.01373924297,4.780298532133938
2.75178475095,4.4057381325951805
2.99872408122,4.714702040389227
3.11368552628,4.9464848418680392
3.63734378581,5.5794646298743649
2.60035207277,4.1288587611772201
3.33210643418,5.1060010558584619
3.20650669637,4.882022089215698
3.14685858989,4.8420654839163531
2.68967236873,4.2815576696896613
2.94201373848,4.5934337270946042
2.60182492324,4.1032077141208703
2.53488597974,3.9832626188042326
3.13178856591,4.8208377257304234
3.83898504013,5.9374752889435491
2.65667488825,4.1491014802983059
2.8347315651,4.4282752182157568
3.45319221529,5.2839788472624054
3.24209538665,5.0453871720437338
3.38298983421,5.1109572710951392
2.98918785672,4.7429079093071849
2.94241563101,4.583645765547506
3.23368043806,4.9762002664032794
3.39805805303,5.2518079741474164
3.02865892021,4.7371312477481897
3.02184634231,4.6194894112075966
3.83261806881,5.945578722380227
3.79662313909,5.8321135809432185
3.50060182153,5.4539258510007285
2.74998171435,4.3706519315380188
3.55259510035,5.4716551570382856
2.95626871537,4.6824585913174115
2.87699557114,4.4795331981409579
2.84740621401,4.4287133904103264
3.89083055917,5.9979487848760247
3.42002956544,5.3411869689367162
2.74028988989,4.2311822135445185
2.71884336416,4.3103266565658052
3.54971646159,5.4976718567057272
3.21316798233,4.9116346909942221
3.172291029,4.9833491353316273
3.24476531055,4.9509855054972061
3.59756046108,5.6018950660923581
2.59936300476,4.0852077006578948
3.71945197084,5.7249728137988489
3.23428922767,4.992461529672191
3.47262391588,5.4202253744512543
3.21988201577,5.0105768243547573
2.63494358115,4.1361978781577013
3.17046971252,4.8937403864281839
3.78770083182,5.8503484144326219
2.70901010098,4.258203340331816
2.69337383887,4.2454610813766145
3.06684067487,4.7997975214824828
3.85277705326,5.8747132015652141
2.71195818052,4.2772962700872483
2.99574807554,4.6752664880075931
2.76049684155,4.3542102955538766
3.21884170071,5.1390479071422108
3.09089264393,4.7826850402959655
3.28855108077,5.0954499837460254
3.1656694273,4.8635454074623601
3.06741257625,4.8112531805337362
3.16883321547,4.9876541284253042
3.55158859197,5.5227506799085502
2.69333773282,4.2521892382923783
3.86226474044,5.8570879651096242
2.64676719403,4.1330709949948741
3.09513837044,4.8221905362409663
2.94605426968,4.5763941815520282
3.68969105733,5.6095947854709189
3.23795706654,4.9692873033081613
3.72181201666,5.9040151089357265
3.65718423086,5.5682450400247987
3.19807697351,4.9273871701142902
3.77644809784,5.7939365415604156
3.2251198087,4.9905907439585393
3.74071844968,5.7133956193436708
3.04187754384,4.6711672324559395
2.87185158312,4.4848841527566758
3.1038564105,4.8392207643553169
2.81768270655,4.44732108369187
3.66668798704,5.7261396779919798
3.02472185759,4.7553476832296999
3.0109823375,4.7908478699585944
3.74398852128,5.7639036430419637
2.88921672069,4.4914583284507383
2.69172084332,4.2941720216207777
3.04576112989,4.8242203760113958
2.99632204159,4.7153999581534594
2.8551113451,4.5849954751907447
2.97253505769,4.6733766992962869
3.76768985651,5.8279125120882451
3.70535735746,5.8305482574772425
3.72921708463,5.7482046116479379
3.62776409008,5.5936798945564172
3.58048432262,5.519288687030655
2.66099053445,4.0742982547762576
3.82040008811,5.9346694081059592
3.13429724171,4.8747139801652999
2.64341660087,4.1614371286197143
3.33295790264,5.159600180906061
3.04871950552,4.7651447307944013
2.86388678807,4.5749757517323326
2.85265335904,4.4623890427784065
3.8430665574,6.0191027953135086
3.65109482087,5.6273134022733009
3.78071924693,5.8923519752810529
3.15179772445,4.9510750744818512
3.78190994229,5.7711515442615688
3.80907822609,5.8637710677547394
3.58515498896,5.4752651015870324
2.77988046575,4.2657656955773753
3.48610561675,5.340846513803589
3.72272895174,5.8583331288324816
3.7471716327,5.6916519638622631
3.25696948635,5.0611226561153728
3.4894222167,5.4153507091367397
3.32886237772,5.1393904515666629
2.71550427626,4.2425602562901368
2.92626281456,4.6096708117055858
3.51005927898,5.4386310187267979
3.3067704663,5.1149296686935015
3.90292518106,6.0180334625012106
3.12413222147,4.898468536706476
3.24081587209,5.060902008268652
2.66697819555,4.2650011252543747
3.78842929097,5.8403362826356702
2.92007948073,4.5116583123855811
3.51704158024,5.3545489491249523
3.37095538269,5.208637749457778
2.84935320168,4.4989360505337261
3.00016982196,4.7321439828158489
3.60255177792,5.5639320271048964
3.5517139456,5.4344351162086761
3.8826948837,5.9611875850893918
3.54946016947,5.4618368148880139
3.11291269072,4.866147340118733
2.81113688832,4.3956121505371497
2.82188127572,4.3807091646840988
2.78482660156,4.3628766138436852
3.4692560288,5.3158777092407536
3.59510714859,5.5724141893968095
3.68624395264,5.7472115479707631
3.75753387787,5.7516544630187534
3.54380061776,5.4334273703459361
2.86044419278,4.4961645253206184
3.78257116314,5.7984388652606116
3.59403279752,5.5558663213447135
3.293639311,5.1793956137422121
2.59890601058,4.1460132778960457
3.80986502702,5.8823537059831752
3.25141359175,5.0351205832255044
3.69859668071,5.7005556455676132
3.79153679448,5.8686640268473749
2.78275240614,4.4107188635686132
3.72959119774,5.7869902640768007
3.77221961328,5.8466569813018605
2.98897460243,4.7294215213339461
2.58560487556,4.1419650573264946
2.67476709525,4.2948165557243501
2.64922988323,4.1757617736949939
3.83539697954,5.8654060248100448
2.64250632818,4.1719726632314735
3.67416050694,5.620848079777609
2.86512754692,4.4943689891098932
3.53910789664,5.4963900347466454
3.39868008084,5.2947925931203343
3.29617161,5.1524466947832259
3.23287752374,5.0071741497678053
2.90722050041,4.4966919017530262
2.96901322037,4.6705508563206077
3.3632457745,5.2245395520866262
3.05707936591,4.8057071412487424
2.93931686699,4.5749989593527012
3.41503561088,5.2859206777093153
2.63523233708,4.1657501190466002
3.12946444121,4.8994248771925051
3.41647369272,5.2881924622434324
3.82725295345,5.8527740229399434
2.84253388638,4.5098084434308054
2.95831449994,4.6740536034512088
3.14514779548,4.8122383938270259
3.34250494941,5.1536313389217829
2.74552610298,4.2634752399132569
2.97480170984,4.5340509991256894
2.96759964831,4.7443557469576039
2.93653154255,4.60354552185205
2.72744719799,4.282438852288684
2.65247714697,4.1555959393119872
3.7151361572,5.6959021288615519
3.11281646008,4.8882743890809239
2.99277586446,4.5955235746662568
2.92991167089,4.5656968198918237
3.77048001563,5.7584912435117159
2.74805505781,4.3688264264825705
2.98373978024,4.6791870687989388
2.82492549267,4.3643119171124756
3.21260788787,5.0522420465727027
2.67602776014,4.2304672531637184
2.60778404211,4.0558780881487753
2.71141647768,4.2146051723361682
3.66559864736,5.7025433618796626
3.56407271709,5.5530478616922769
3.00850426769,4.6262646085208221
3.12101034983,4.8005934828345964
2.65508884962,4.1676568315308025
2.98932622792,4.7089118888680064
3.00249365432,4.7077671205624485
3.82782200159,5.9101953266485605
3.72117473047,5.6074242574429256
3.58320475394,5.520573349367079
3.06566057574,4.8350826001608143
3.8915093375,6.0639230852813926
3.45148704614,5.3105190096458292
3.84980561621,5.9067622520469918
3.28812829409,5.0951177579453635
2.86058868814,4.438373488611
3.2192574878,4.9355040631873157
2.99763361038,4.673336636529446
3.1814287257,4.9537702806616366
3.24574745802,5.029931945578288
3.16885062862,4.8911389972934352
2.84525496464,4.4921408992649114
3.23628696869,5.0260327144088066
2.74000935582,4.3938824747202734
3.5900673562,5.6341841426270562
3.72028481561,5.7571922146905079
3.5728171636,5.4354353542614158
3.63339848935,5.6568115518493194
2.69469997571,4.2576059536679614
2.82588851469,4.4432544903773836
3.78051575142,5.8853495349679861
3.07790515543,4.7995119320402875
2.99365180951,4.6304600976363011
2.56375210371,4.0804598656181792
3.17652914563,4.9165239965510912
3.47951697905,5.3085951128438991
3.08633780878,4.8833554753196173
3.75322085769,5.7636149723666943
2.66943718666,4.2407518634159507
3.15271848957,4.8935529863353366
3.40215902033,5.293194702170565
3.53474049984,5.5271525839991735
3.8616979707,5.9563412000723561
2.62432525962,4.1888615799436835
3.22922821336,5.0861288601803443
2.75409360132,4.3570054712094644
3.083306219,4.7850202836170013
3.25744904676,5.1254992907103336
3.0307279079,4.6794470418304002
3.38357700556,5.2247652925696348
3.52884543751,5.4198476557388702
2.86319435754,4.5824329064004976
3.39750217712,5.2759508747893529
3.19879121819,5.0661461843393205
3.79421067925,5.8005317756987074
2.54299334337,4.0243837695498561
2.55056549238,4.104761474899874
2.83999841367,4.4461003775286452
2.86428956672,4.5252361509946759
2.89761078915,4.5785953547400116
3.34070973568,5.2420066441835207
2.57637434924,4.0556350359495976
3.35121453364,5.159440538279771
3.12244598514,4.8686201909400637
2.96789165793,4.6008549089867881
3.6302260059,5.6196032305585115
3.7431838331,5.7782874464367184
3.11177269665,4.8003382176032243
3.39638021003,5.2392604435968906
2.6688410482,4.2163939371218957
3.18307065388,4.9686466409152921
3.47984633485,5.4362789002107759
3.0802578282,4.8020678213021295
3.28119724537,5.1084890180291556
3.1133509681,4.8130793823661664
2.69984374735,4.2760575301403492
3.75429302685,5.7068293348927899
3.6555374512,5.6130079602532037
3.21822365498,4.9651693403101413
3.16708150406,4.9706352377896303
2.60698036941,4.0747388629459405
3.04911298039,4.7684627379364155
3.53155356695,5.5167575317920505
3.44874142193,5.3897778876359288
3.26410665337,5.0439580891470417
3.10769860858,4.826400514372498
3.69802217661,5.7405026357466769
3.85864887086,5.969635302791497
3.10975177186,4.8419182940222445
3.08219475908,4.7992270050713621
2.79203275729,4.4045830060987745
2.52880643973,4.0186549836697631
2.52572695267,3.9779196573314155
3.53820087952,5.4941263919099788
3.26594601272,5.0519541892615694
2.84898683516,4.4843793465546877
3.1683625927,4.8692979130745542
2.81240039077,4.4063495973161979
2.6322550076,4.119087194155159
3.40984767372,5.2466217727943549
3.44966794747,5.3620299888536156
2.55064889988,4.0493201706227024
3.83951105426,5.8579773585233808
3.47346188947,5.4227063540108533
3.90456371779,5.9915089029783086
2.83567438067,4.4851693609738863
2.62290678246,4.1012806020518351
3.3751171517,5.228293974894652
3.1644020004,4.8613408883503002
3.44914706,5.3474406162145298
3.53167070567,5.4712215187719382
2.61786142684,4.1288204031218863
3.03367829118,4.7549213789243723
3.06280481437,4.8306540418906518
3.47107297473,5.2693664991759572
2.96130375544,4.6735313664460607
3.17064083026,4.9643965241172898
3.32168638535,5.189806137106233
3.1526572914,4.9455008350776852
3.37158202798,5.2834411394900958
