k,omega
2.40672182446,3.9888352231795712
3.20354903039,5.1183485362400303
2.56310580917,4.2601009196633886
3.17482720231,5.15703746538688
2.71488918809,4.4730187503328258
3.6636599031,5.7973815695876576
2.77073597932,4.5653870797405531
2.59316075732,4.2600150885081529
3.23411386815,5.1691052501619925
3.34399678159,5.4149720579065104
3.50932893321,5.5295328864158311
2.83113817769,4.6056018048049774
3.55605104846,5.7227546872150725
3.66763346581,5.8955485326078598
2.88728811562,4.6750132527640806
3.20146641926,5.0612551304651889
3.23234144441,5.1821794304899544
2.77882505034,4.5215074320928812
3.5324698173,5.5841965125234161
3.50606403971,5.5209507841089849
3.33146237691,5.2673725222112822
3.62952379015,5.7042630874456455
2.59749869008,4.2405193607635958
3.63749870506,5.7857313108941035
2.51163336159,4.087046713616183
2.70033347314,4.4378692180794816
3.16618089418,5.1222117106135618
2.51409086134,4.1695867140121221
3.46281468703,5.5429704922837733
3.12858363638,5.0862304613019127
3.50750628802,5.5423445064893437
3.74169826656,5.9165102297058292
3.42122803383,5.4442949930090379
2.69713968471,4.358489989235208
3.40915815561,5.4685326809316992
2.39675041715,4.0583999639326214
2.91328614916,4.7273588320653737
2.51171394981,4.1632918986863015
3.27833568454,5.2720809453184714
3.77431475611,5.8958823317746729
3.79132953037,5.9444207918995646
2.49621939053,4.181576079789223
3.6006324252,5.7669850129912374
2.89103957407,4.5745890941989167
3.63889881145,5.6435869248163106
2.78782530627,4.5635724078080919
3.51627282611,5.5494951817341382
3.47146214243,5.5161757953066441
2.49264203559,4.1931978114848407
3.03887132567,4.9598980101209085
3.5686962467,5.639788919196552
3.3431665737,5.4104058954506922
3.11513723956,5.0665972027924955
3.77783796354,5.9982440259127356
3.74362378617,5.9190922938894994
3.13923414948,5.1344906091361944
3.73175387021,5.8647230776928359
3.69037652855,5.8060408169045097
3.66781588962,5.8871416830794123
3.16776480087,5.1055461173360497
3.09399861212,4.9914936550799602
3.70686162402,5.8366554353103179
3.36124625372,5.4306162502564153
3.4197664701,5.410152623081192
3.24323128234,5.1421815634044785
2.61780829107,4.3841496727790883
3.57851935469,5.6380922348655531
2.63381770493,4.2486877595016574
2.60013186307,4.3348008577806256
3.46108631668,5.5115746652143809
3.03579350911,4.8604196180574117
2.95100754456,4.7904135737560116
2.53643651427,4.1845067509188869
3.30284293337,5.24716667916812
2.62765744315,4.3100531535869653
2.43324463897,4.0553295503017548
2.5471867399,4.1464334693216234
2.42485394261,4.0147509869535529
3.14107346699,5.0645524532626878
2.51989408559,4.2175297743156959
3.81018640626,5.9745860887184046
3.47884641048,5.5022285048358555
2.68188234691,4.4660213702412994
2.56548549544,4.2572981300354185
2.51287220657,4.2167044191578738
2.81049098518,4.485346230402917
3.26603051428,5.2434227920581424
3.57615631861,5.6153156419395005
2.74376239447,4.4635614392788936
2.91521972595,4.7344137424440538
2.7107653566,4.4863876386268702
3.44807032763,5.5342879817514916
3.44034679027,5.5060662146386763
3.30554439995,5.2324786481993995
3.36405312406,5.4358954072926826
2.43116242698,4.0141312474456274
3.2108996516,5.0878103641031656
3.03149302189,4.9404501356983452
3.30541584012,5.2523231173559228
2.94613457813,4.7888595550817241
3.26030992104,5.2188548164391131
2.49588463412,4.1460301762321476
3.26619042859,5.1775825515806639
2.62351879287,4.2532087070962072
2.89536261621,4.7979921034687845
2.85146424549,4.6550766002599229
2.43866922284,4.1024355001265178
3.21773096926,5.111223369744625
3.69356313778,5.8187602302297723
