k,omega
3.00877989014,4.8197461088620335
3.01762290825,4.9128012929523628
2.71152124914,4.4581789610395788
3.05572161923,4.9659170001468205
2.47731461414,4.1920555044411465
3.20728165518,5.1359642576284914
2.87319971853,4.6684017945364333
3.64591276306,5.7859069810256436
2.58346054363,4.2668200369540381
2.55929330768,4.241818921638429
2.43635004552,4.1115515916669727
3.13520600966,4.9881724613689737
3.18198707859,5.1380756283135032
3.47729705958,5.5989772686562329
3.6021990588,5.6366830625319091
3.35039658042,5.3679243456499641
3.43990471691,5.6073586674547329
2.68016422008,4.4157618173997752
2.51219336222,4.2625246153408192
2.79616851481,4.5348201559621266
2.39244560926,3.9983228767086936
3.56491943868,5.8098789115537262
3.72354231792,5.9088939368715527
2.41332820997,4.0710420300906893
2.40707020044,4.0603658903313447
2.89640949995,4.6676927618909589
3.43334031494,5.4947640353218237
2.56406032154,4.2745279232782147
3.25508300198,5.1661958372328769
3.45040170175,5.5735634312434437
3.32474605312,5.2604293135665934
3.79854532701,5.9750394488183183
3.60164902604,5.7102280211207761
3.54633847086,5.565322995924288
3.77464646214,5.935812990442658
2.5489436016,4.2380670683558606
2.43212594253,4.0750846913259835
3.31690144396,5.3291817971120787
2.5298882106,4.2405175584609696
2.57088061784,4.2794688223890489
3.75438740499,5.933366964511781
3.23989446705,5.2381912778090109
3.66486068961,5.7871089763221573
2.84704988481,4.6581241877205501
3.14588202209,5.1136593347504302
3.46174385781,5.3713073861554923
3.68498326511,5.8090677389493717
2.61563427248,4.3679079132415692
3.1522193878,5.0988358218050003
3.05652476838,4.9224665146637507
3.18512418472,5.1262878528131663
3.16365297864,5.0856019657654512
3.57273927875,5.6762136257079243
2.42242756435,4.1405447523325059
3.71998554981,5.855505303462933
3.24732346072,5.1719589408618951
3.24604855172,5.1566885451569719
2.7233661287,4.4834828833668201
2.70301717211,4.463669173713571
3.65573150007,5.7399118882044133
3.08998086801,4.9125022502060958
2.50851243219,4.1876660386619502
3.74403952688,5.8072636428884623
3.17460042636,5.1651290877686797
2.96210910664,4.9049237776444494
3.224493758,5.1367054655983528
3.00814118257,4.8970051740484593
3.54540359844,5.645756934881998
3.55402926594,5.6712376616057867
2.88180502388,4.7303213863488569
2.55626850797,4.2417891530013669
3.2429096326,5.2850531674499228
3.66439941948,5.7625351795579949
2.53412254541,4.2156640999127681
2.86115573437,4.750004326023995
3.37980035459,5.4553045086304053
3.71910089359,5.9601559676829039
3.75128097148,5.8255158944141687
3.59506637541,5.6814239386742376
2.46772529584,4.1956674371911404
2.93128109479,4.7164881716613793
3.45113367952,5.5177048949486647
3.26926131022,5.2118733347522905
3.54778922875,5.6585645841961485
3.16956953649,5.1475483606284111
2.3974470836,4.0513371590974447
3.66946420272,5.9090537872789621
2.62968302746,4.3568139378934125
2.90346778969,4.6694625660284617
3.70832447757,5.898259701635701
2.46720473696,4.0861750938087056
3.24197620384,5.1731685216196048
3.09061567369,4.9709020782283169
3.32015217521,5.2601841032053898
3.63286939319,5.6740708868842562
2.587178254,4.3950254583407897
3.55791816535,5.6634263781790359
2.50956514702,4.2432358926969531
3.47802539569,5.5585160830832967
3.12499250257,4.916690625043004
2.74975414076,4.4441502215039943
2.41226991197,4.084189553293311
3.74883706603,6.0595447779879255
2.4082185646,4.0266988852449543
3.20757517392,5.1959119732343142
